Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,sub_date,is_chat,has_license,_k,match_conf,matched,c4_model,c4_params_B,c4_compute_FLOP,c4_data,c4_open,c4_access,c4_pubdate,c4_org
BAAI/Infinity-Instruct-3M-0625-Qwen2-7B,7.616,2024-08-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,26.1998,55.5393,34.6568,19.2598,8.38926,6.46172,32.8919,2024-08-05,False,True,baaiinfinityinstruct3m0625qwen27b,none,False,,,,,,,,
BAAI/Infinity-Instruct-3M-0625-Yi-1.5-9B,8.829,2024-08-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,28.145,51.8598,35.3787,16.3897,13.8702,16.7247,34.6465,2024-08-05,False,True,baaiinfinityinstruct3m0625yi159b,none,False,,,,,,,,
BAAI/Infinity-Instruct-7M-0729-Llama3_1-8B,8.03,2024-08-05,llama3.1,🔶 fine-tuned on domain-specific datasets,23.4474,61.3195,30.8888,12.7644,5.7047,5.29714,24.71,2024-08-05,False,True,baaiinfinityinstruct7m0729llama318b,none,False,,,,,,,,
BAAI/Infinity-Instruct-7M-0729-mistral-7B,7.242,2024-08-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.2164,61.6193,28.6979,8.30816,5.36913,10.0401,25.2641,2024-08-05,False,True,baaiinfinityinstruct7m0729mistral7b,none,False,,,,,,,,
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-70B,70.554,2024-09-26,llama3.1,🔶 fine-tuned on domain-specific datasets,37.4845,73.3546,52.4989,25.2266,16.7785,16.9716,40.0765,2024-09-26,False,True,baaiinfinityinstruct7mgenllama3170b,none,False,,,,,,,,
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-8B,8.03,2024-08-29,llama3.1,🔶 fine-tuned on domain-specific datasets,23.4474,61.3195,30.8888,12.7644,5.7047,5.29714,24.71,2024-08-29,False,True,baaiinfinityinstruct7mgenllama318b,none,False,,,,,,,,
BAAI/Infinity-Instruct-7M-Gen-mistral-7B,7.242,2024-08-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.1911,61.4669,28.6979,8.30816,5.36913,10.0401,25.2641,2024-08-29,False,True,baaiinfinityinstruct7mgenmistral7b,none,False,,,,,,,,
BAAI/OPI-Llama-3.1-8B-Instruct,8.03,2024-09-21,llama3.1,🔶 fine-tuned on domain-specific datasets,8.5316,20.7455,9.76871,1.35952,3.24385,3.57943,12.4926,2024-09-21,False,True,baaiopillama318binstruct,none,False,,,,,,,,
BEE-spoke-data/Meta-Llama-3-8Bee,8.03,2024-07-04,llama3,🔶 fine-tuned on domain-specific datasets,14.6578,19.5066,24.199,4.83384,8.50112,6.24245,24.6639,2024-07-04,False,True,beespokedatametallama38bee,none,False,,,,,,,,
BEE-spoke-data/smol_llama-101M-GQA,0.101,2024-07-06,apache-2.0,🟢 pretrained,4.0196,13.8437,3.198,0.60423,1.00671,4.27552,1.18942,2024-07-06,False,True,beespokedatasmolllama101mgqa,none,False,,,,,,,,
BEE-spoke-data/smol_llama-220M-GQA,0.218,2024-06-26,apache-2.0,🟢 pretrained,6.5778,23.8605,3.03784,1.0574,0.782998,9.06771,1.66039,2024-06-26,False,True,beespokedatasmolllama220mgqa,none,False,,,,,,,,
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.218,2024-06-26,apache-2.0,🟩 continuously pretrained,6.62985,19.8812,2.3149,0.679758,1.23043,14.2617,1.41105,2024-06-26,False,True,beespokedatasmolllama220mgqafinewebedu,none,False,,,,,,,,
BEE-spoke-data/smol_llama-220M-openhermes,0.218,2024-09-21,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",4.93801,15.5523,3.10769,1.0574,2.34899,6.22448,1.33717,2024-09-21,True,True,beespokedatasmolllama220mopenhermes,none,False,,,,,,,,
BEE-spoke-data/tFINE-900m-e16-d32-flan,0.887,2024-09-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.59753,15.0577,4.41189,0.981873,0,3.71875,3.41497,2024-09-13,False,True,beespokedatatfine900me16d32flan,none,False,,,,,,,,
BEE-spoke-data/tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024,0.887,2024-09-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,5.99989,13.2067,4.73702,1.0574,0.559284,13.8089,2.63002,2024-09-14,False,True,beespokedatatfine900me16d32flaninfinityinstruct7mt2ten1024,none,False,,,,,,,,
BEE-spoke-data/tFINE-900m-e16-d32-instruct_2e,0.887,2024-09-22,apache-2.0,🔶 fine-tuned on domain-specific datasets,5.90814,14.0286,5.01307,1.35952,1.23043,11.1872,2.63002,2024-09-22,False,True,beespokedatatfine900me16d32instruct2e,none,False,,,,,,,,
BEE-spoke-data/tFINE-900m-instruct-orpo,0.887,2024-09-23,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",3.69631,13.2992,3.2673,1.5861,1.23043,1.10677,1.68809,2024-09-23,True,True,beespokedatatfine900minstructorpo,none,False,,,,,,,,
BSC-LT/salamandra-7b,7.768,2024-11-22,apache-2.0,🟢 pretrained,5.70491,13.6738,10.1574,0.377644,2.68456,1.86172,5.47429,2024-11-22,False,True,bscltsalamandra7b,none,False,,,,,,,,
BSC-LT/salamandra-7b-instruct,7.768,2024-11-22,apache-2.0,🟢 pretrained,10.1812,24.5074,14.6881,0.830816,1.90157,10.213,8.94651,2024-11-22,False,True,bscltsalamandra7binstruct,none,False,,,,,,,,
Ba2han/Llama-Phi-3_DoRA,3.821,2024-06-26,mit,🔶 fine-tuned on domain-specific datasets,25.4699,51.3053,37.2492,12.1601,10.179,9.53255,32.3932,2024-06-26,False,True,ba2hanllamaphi3dora,none,False,,,,,,,,
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,72.706,2025-02-28,apache-2.0,🤝 base merges and moerges,41.3043,50.7633,61.6123,44.4864,19.9105,17.1523,53.9007,2025-02-28,False,True,baptistehuvelle10letriomphant22eceilab,none,False,,,,,,,,
BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,72.7,2024-11-24,,🤝 base merges and moerges,42.2673,54.735,61.9115,57.855,15.66,12.0167,51.4258,2024-11-24,False,False,benevolencemessiahqwen2572b2xinstructtiesv10,medium,True,Qwen2.5-72B,72.7,7.8e+24,1.8e+13,Yes,Open weights (unrestricted),2024-09-19,Alibaba
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,28.309,2024-09-22,apache-2.0,🤝 base merges and moerges,15.0711,30.1153,26.878,4.15408,1.67785,8.93073,18.6706,2024-09-22,False,True,benevolencemessiahyicoder9bchatinstructtiesmoev10,none,False,,,,,,,,
BlackBeenie/Bloslain-8B-v0.2,8.03,2024-11-19,,🤝 base merges and moerges,23.8039,50.2337,30.6629,14.5015,7.49441,10.4466,29.4843,2024-11-19,False,False,blackbeeniebloslain8bv02,none,False,,,,,,,,
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,8.03,2024-12-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.4004,51.2404,26.0343,15.2568,2.46085,5.72656,27.6836,2024-12-29,False,True,blackbeeniellama318bopeno1sftv01,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,20.245,2024-11-06,,🤝 base merges and moerges,7.39958,23.1586,9.3599,1.13293,2.46085,4.59323,3.69201,2024-11-06,False,False,blackbeeniellama318bpythonicpassthroughmerge,none,False,,,,,,,,
BlackBeenie/Neos-Gemma-2-9b,9.242,2024-11-11,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",25.4757,58.7567,35.6389,9.81873,9.73154,5.78542,33.1228,2024-11-11,True,True,blackbeenieneosgemma29b,none,False,,,,,,,,
BlackBeenie/Neos-Llama-3.1-8B,8.03,2024-11-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",19.5122,49.4394,21.0801,13.2175,2.46085,5.74036,25.1348,2024-11-12,True,True,blackbeenieneosllama318b,none,False,,,,,,,,
BlackBeenie/Neos-Llama-3.1-base,4.65,2024-11-11,,"💬 chat models (RLHF, DPO, IFT, ...)",3.96879,17.5082,2.22145,0,0,2.83828,1.24483,2024-11-11,True,False,blackbeenieneosllama31base,none,False,,,,,,,,
BlackBeenie/Neos-Phi-3-14B-v0.1,13.96,2024-11-27,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",27.0323,40.2245,46.6314,17.8248,7.38255,10.5344,39.5963,2024-11-27,True,True,blackbeenieneosphi314bv01,none,False,,,,,,,,
BlackBeenie/llama-3-luminous-merged,8.03,2024-10-11,,🤝 base merges and moerges,21.6186,43.2345,30.6437,8.6858,5.7047,10.6286,30.8141,2024-10-11,False,False,blackbeeniellama3luminousmerged,none,False,,,,,,,,
BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco,8.03,2024-10-19,,🔶 fine-tuned on domain-specific datasets,18.3742,26.3484,31.4447,6.64653,6.71141,14.5781,24.5161,2024-10-19,False,False,blackbeeniellama318bgaloreopenassistantguanaco,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,5.199,2024-12-16,llama3.2,🔶 fine-tuned on domain-specific datasets,19.0129,51.725,18.6502,12.3867,6.4877,5.82448,19.003,2024-12-16,False,True,bllossomllama32koreanbllossomaica5b,none,False,,,,,,,,
BoltMonkey/DreadMix,8.03,2024-10-13,,🤝 base merges and moerges,28.7617,70.9491,34.845,15.5589,6.59955,13.619,30.9988,2024-10-13,False,False,boltmonkeydreadmix,none,False,,,,,,,,
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,8.03,2024-10-10,llama3.1,🤝 base merges and moerges,27.7766,79.9891,30.7599,11.9335,4.1387,9.46771,30.3709,2024-10-10,False,True,boltmonkeyneuraldaredevilsupernovalite7bdaretiesabliterated,none,False,,,,,,,,
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,8.03,2024-10-01,llama3.1,🔶 fine-tuned on domain-specific datasets,21.3455,45.9023,30.7938,9.36556,3.24385,9.53255,29.235,2024-10-01,False,True,boltmonkeyneuraldaredevilsupernovalite7bdaretiesabliterated,none,False,,,,,,,,
BoltMonkey/SuperNeuralDreadDevil-8b,8.03,2024-10-13,,🤝 base merges and moerges,27.1111,77.099,32.6122,9.29003,5.59284,8.31094,29.7614,2024-10-13,False,False,boltmonkeysuperneuraldreaddevil8b,none,False,,,,,,,,
BrainWave-ML/llama3.2-3B-maths-orpo,3,2024-10-24,apache-2.0,🔶 fine-tuned on domain-specific datasets,5.07608,20.4907,2.34704,0,1.23043,4.52474,1.86355,2024-10-24,False,True,brainwavemlllama323bmathsorpo,low,True,Llama 3.2 3B,3.21,1.7334e+23,9e+12,Yes,Open weights (restricted use),2024-09-24,Meta AI
BramVanroy/GEITje-7B-ultra,7.242,2024-10-28,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",11.0229,37.2344,12.8799,1.5861,1.67785,1.5224,11.2367,2024-10-28,True,True,bramvanroygeitje7bultra,none,False,,,,,,,,
BramVanroy/fietje-2,2.78,2024-10-28,mit,🟩 continuously pretrained,9.1403,20.9803,15.6037,1.5861,0.559284,5.16198,10.9504,2024-10-28,False,True,bramvanroyfietje2,none,False,,,,,,,,
BramVanroy/fietje-2-chat,2.775,2024-10-28,mit,"💬 chat models (RLHF, DPO, IFT, ...)",10.6155,29.1736,17.719,1.88822,0,3.19505,11.7169,2024-10-28,True,True,bramvanroyfietje2chat,none,False,,,,,,,,
BramVanroy/fietje-2-instruct,2.775,2024-10-28,mit,"💬 chat models (RLHF, DPO, IFT, ...)",10.4857,27.8996,17.5725,2.26586,0,2.91458,12.2617,2024-10-28,True,True,bramvanroyfietje2instruct,none,False,,,,,,,,
CYFRAGOVPL/Llama-PLLuM-8B-base,8.03,2025-02-28,llama3.1,🟩 continuously pretrained,14.5189,28.9887,20.2187,3.62538,4.69799,10.0622,19.5202,2025-02-28,False,True,cyfragovplllamapllum8bbase,none,False,,,,,,,,
CYFRAGOVPL/Llama-PLLuM-8B-chat,8.03,2025-02-28,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",14.6148,35.1486,16.2791,3.39879,1.90157,11.8562,19.1046,2025-02-28,True,True,cyfragovplllamapllum8bchat,none,False,,,,,,,,
CYFRAGOVPL/PLLuM-12B-base,12.248,2025-02-28,apache-2.0,🟩 continuously pretrained,14.6675,28.2094,21.2408,2.87009,5.36913,10.9799,19.3355,2025-02-28,False,True,cyfragovplpllum12bbase,none,False,,,,,,,,
CYFRAGOVPL/PLLuM-12B-chat,12.248,2025-02-28,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",15.3484,32.1436,21.3197,1.81269,1.34228,14.6682,20.8038,2025-02-28,True,True,cyfragovplpllum12bchat,none,False,,,,,,,,
CYFRAGOVPL/PLLuM-12B-nc-base,12.248,2025-02-28,cc-by-nc-4.0,🟩 continuously pretrained,11.4212,24.0453,19.3877,2.19033,2.68456,2.89714,17.3223,2025-02-28,False,True,cyfragovplpllum12bncbase,none,False,,,,,,,,
CYFRAGOVPL/PLLuM-12B-nc-chat,12.248,2025-02-28,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",14.5983,28.3442,23.0086,1.20846,4.36242,12.9193,17.7471,2025-02-28,True,True,cyfragovplpllum12bncchat,none,False,,,,,,,,
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,3.213,2024-12-20,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",23.5095,71.9882,21.4973,20.5438,2.79642,3.98125,20.2497,2024-12-20,True,True,carrotaillama32rabbitko3binstruct,none,False,,,,,,,,
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,3.213,2024-12-19,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",20.3018,47.8182,20.1757,17.5982,5.7047,6.80104,23.7127,2024-12-19,True,True,carrotaillama32rabbitko3binstruct2412,none,False,,,,,,,,
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,8.03,2024-07-02,llama3,🤝 base merges and moerges,25.8993,71.2263,32.4863,10.9517,4.9217,5.55,30.26,2024-07-02,False,True,casualautopsyl3umbralmindrpv208b,none,False,,,,,,,,
CausalLM/14B,14,2024-06-12,wtfpl,🔶 fine-tuned on domain-specific datasets,17.2356,27.8821,24.7809,7.55287,7.04698,11.4682,24.6823,2024-06-12,False,True,causallm14b,none,False,,,,,,,,
CausalLM/34b-beta,34.389,2024-06-26,gpl-3.0,🔶 fine-tuned on domain-specific datasets,23.2978,30.4325,36.6772,4.83384,12.8635,6.92474,48.0552,2024-06-26,False,True,causallm34bbeta,none,False,,,,,,,,
CausalLM/preview-1-hf,9.543,2025-01-26,,🔶 fine-tuned on domain-specific datasets,16.7068,55.5893,10.1009,3.02115,1.566,1.10677,28.8564,2025-01-26,False,False,causallmpreview1hf,none,False,,,,,,,,
Changgil/K2S3-14b-v0.2,14.352,2024-06-27,cc-by-nc-4.0,🔶 fine-tuned on domain-specific datasets,15.2758,32.4284,24.2839,5.74018,4.1387,6.79922,18.2643,2024-06-27,False,True,changgilk2s314bv02,none,False,,,,,,,,
Changgil/K2S3-v0.1,14.352,2024-06-27,cc-by-nc-4.0,🔶 fine-tuned on domain-specific datasets,14.8393,32.7656,24.5596,4.60725,1.90157,7.84245,17.3593,2024-06-27,False,True,changgilk2s3v01,none,False,,,,,,,,
ClaudioItaly/Albacus,8.987,2024-09-08,mit,🤝 base merges and moerges,20.5056,46.6742,31.6389,7.0997,2.90828,10.6581,24.0544,2024-09-08,False,True,claudioitalyalbacus,none,False,,,,,,,,
ClaudioItaly/Book-Gut12B,12.248,2024-09-17,mit,🤝 base merges and moerges,23.3941,39.9847,34.6322,10.1964,7.60626,18.276,29.669,2024-09-17,False,True,claudioitalybookgut12b,none,False,,,,,,,,
ClaudioItaly/Evolutionstory-7B-v2.2,7.242,2024-09-01,mit,🤝 base merges and moerges,20.8108,48.1379,31.6239,7.0997,3.3557,10.6581,23.9897,2024-09-01,False,True,claudioitalyevolutionstory7bv22,none,False,,,,,,,,
ClaudioItaly/intelligence-cod-rag-7b-v3,7.616,2024-12-02,mit,🔶 fine-tuned on domain-specific datasets,31.837,68.9782,34.7762,38.0665,3.02013,10.6755,35.5053,2024-12-02,False,True,claudioitalyintelligencecodrag7bv3,none,False,,,,,,,,
CohereForAI/aya-23-35B,34.981,2024-06-12,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.7554,64.6193,34.8584,3.47432,5.92841,13.4737,26.1783,2024-06-12,True,True,cohereforaiaya2335b,none,False,,,,,,,,
CohereForAI/aya-23-8B,8.028,2024-06-12,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.011,46.9889,20.2038,1.66163,4.58613,8.42448,14.201,2024-06-12,True,True,cohereforaiaya238b,none,False,,,,,,,,
CohereForAI/aya-expanse-32b,32.296,2024-10-24,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",29.7185,73.0174,38.7096,15.3323,10.0671,6.40885,34.7758,2024-10-24,True,True,cohereforaiayaexpanse32b,high,True,Aya Expanse 32B,32.3,6.68868e+21,3.45133e+10,Yes,Open weights (restricted use),2024-10-24,Cohere for AI
CohereForAI/aya-expanse-8b,8.028,2024-10-24,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",22.4066,63.5852,28.5235,8.61027,7.04698,4.41068,22.2629,2024-10-24,True,True,cohereforaiayaexpanse8b,high,True,Aya Expanse 8B,8,1.65664e+21,3.45133e+10,Yes,Open weights (restricted use),2024-10-24,Cohere for AI
CohereForAI/c4ai-command-r-plus,103.811,2024-06-13,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",30.9361,76.6419,39.92,8.00604,7.38255,20.4232,33.2428,2024-06-13,True,True,cohereforaic4aicommandrplus,none,False,,,,,,,,
CohereForAI/c4ai-command-r-plus-08-2024,103.811,2024-09-19,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",33.6475,75.3954,42.8369,12.3867,13.4228,19.8352,38.0079,2024-09-19,True,True,cohereforaic4aicommandrplus082024,none,False,,,,,,,,
CohereForAI/c4ai-command-r-v01,34.981,2024-06-13,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",25.929,67.4819,34.5567,3.47432,7.60626,16.1289,26.3261,2024-06-13,True,True,cohereforaic4aicommandrv01,none,False,,,,,,,,
CohereForAI/c4ai-command-r7b-12-2024,8.028,2024-12-20,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",31.6175,77.1315,36.0246,29.9094,7.82998,10.2305,28.5793,2024-12-20,True,True,cohereforaic4aicommandr7b122024,none,False,,,,,,,,
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,2.506,2024-07-04,,"💬 chat models (RLHF, DPO, IFT, ...)",11.484,32.7831,14.586,4.30514,0,9.83464,7.39509,2024-07-04,True,False,columbianlpliongemma2bdpov10,none,False,,,,,,,,
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,2.506,2024-07-04,,"💬 chat models (RLHF, DPO, IFT, ...)",11.2621,31.0246,14.243,5.36254,0.447427,9.10911,7.38586,2024-07-04,True,False,columbianlpliongemma2bdpov10,none,False,,,,,,,,
Columbia-NLP/LION-Gemma-2b-odpo-v1.0,2.506,2024-07-13,,"💬 chat models (RLHF, DPO, IFT, ...)",11.8974,30.6649,14.0239,6.94864,0,12.0563,7.6906,2024-07-13,True,False,columbianlpliongemma2bodpov10,none,False,,,,,,,,
Columbia-NLP/LION-Gemma-2b-sft-v1.0,2.506,2024-07-04,,"💬 chat models (RLHF, DPO, IFT, ...)",12.6033,36.9247,14.1172,6.79758,0.782998,8.30911,8.68794,2024-07-04,True,False,columbianlpliongemma2bsftv10,none,False,,,,,,,,
Columbia-NLP/LION-LLaMA-3-8b-dpo-v1.0,8.03,2024-07-04,,"💬 chat models (RLHF, DPO, IFT, ...)",21.7854,49.5742,30.3564,11.7069,4.1387,10.2815,24.6546,2024-07-04,True,False,columbianlplionllama38bdpov10,none,False,,,,,,,,
Columbia-NLP/LION-LLaMA-3-8b-odpo-v1.0,8.03,2024-07-04,,"💬 chat models (RLHF, DPO, IFT, ...)",19.8532,39.6799,30.4572,10.6495,4.69799,9.71875,23.9159,2024-07-04,True,False,columbianlplionllama38bodpov10,none,False,,,,,,,,
Columbia-NLP/LION-LLaMA-3-8b-sft-v1.0,8.03,2024-07-04,,"💬 chat models (RLHF, DPO, IFT, ...)",20.7489,38.1712,30.8843,11.4048,3.69128,15.4839,24.8578,2024-07-04,True,False,columbianlplionllama38bsftv10,none,False,,,,,,,,
CombinHorizon/Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,14.77,2024-12-07,apache-2.0,🤝 base merges and moerges,41.7651,82.3996,48.1959,53.1722,9.95526,12.6539,44.2136,2024-12-07,False,True,combinhorizonjosiefiedabliteratedv4qwen2514binstbasemergeties,none,False,,,,,,,,
CombinHorizon/Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,7.616,2024-10-29,apache-2.0,🤝 base merges and moerges,35.3667,75.6402,34.9541,49.3202,6.37584,8.77943,37.1306,2024-10-29,False,True,combinhorizonrombosqwen257binstbasemergeties,none,False,,,,,,,,
CombinHorizon/YiSM-blossom5.1-34B-SLERP,34.389,2024-08-27,apache-2.0,🤝 base merges and moerges,31.3799,50.3311,46.3976,21.5257,14.094,14.368,41.5632,2024-08-27,False,True,combinhorizonyismblossom5134bslerp,none,False,,,,,,,,
CombinHorizon/huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,32.764,2024-12-07,apache-2.0,🤝 base merges and moerges,45.6578,82.0624,56.0448,59.4411,11.8568,12.0911,52.4509,2024-12-07,False,True,combinhorizonhuihuiaiabliteratedqwen2532binstbasemergeties,none,False,,,,,,,,
CombinHorizon/huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,14.77,2024-12-07,apache-2.0,🤝 base merges and moerges,41.4662,81.7576,47.7673,54.7583,8.61298,12.4539,43.4471,2024-12-07,False,True,combinhorizonhuihuiaiabliteratedv2qwen2514binstbasemergeties,none,False,,,,,,,,
CombinHorizon/zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,32.764,2024-12-20,apache-2.0,🤝 base merges and moerges,46.7636,83.2814,56.8274,58.5347,15.66,14.2245,52.0538,2024-12-20,False,True,combinhorizonzetasepicabliteratedv2qwen2532binstbasemergeties,none,False,,,,,,,,
ContactDoctor/Bio-Medical-3B-CoT-012025,3.085,2025-01-15,other,🔶 fine-tuned on domain-specific datasets,18.7307,36.0379,22.2635,22.1299,7.27069,3.19505,21.4871,2025-01-15,False,True,contactdoctorbiomedical3bcot012025,none,False,,,,,,,,
ContactDoctor/Bio-Medical-Llama-3-8B,4.015,2024-12-24,other,🔶 fine-tuned on domain-specific datasets,19.9175,44.2237,26.1958,6.72205,11.1857,1.75781,29.4197,2024-12-24,False,True,contactdoctorbiomedicalllama38b,none,False,,,,,,,,
CoolSpring/Qwen2-0.5B-Abyme,0.494,2024-09-04,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",4.99999,19.1519,2.27648,2.94562,0.447427,1.47734,3.70124,2024-09-04,True,True,coolspringqwen205babyme,medium,True,Qwen2-0.5B,0.5,3.6e+22,1.2e+13,Yes,Open weights (unrestricted),2024-06-07,Alibaba
CoolSpring/Qwen2-0.5B-Abyme-merge2,0.63,2024-07-27,apache-2.0,🤝 base merges and moerges,6.32026,20.2185,3.70904,3.32326,1.34228,3.89115,5.43735,2024-07-27,False,True,coolspringqwen205babymemerge2,none,False,,,,,,,,
CoolSpring/Qwen2-0.5B-Abyme-merge3,0.63,2024-07-27,apache-2.0,🤝 base merges and moerges,6.8202,23.8605,4.30115,3.17221,1.90157,2.12839,5.5574,2024-07-27,False,True,coolspringqwen205babymemerge3,none,False,,,,,,,,
Corianas/Neural-Mistral-7B,7.242,2024-12-06,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",18.2004,54.8924,22.4312,1.88822,4.47427,6.20885,19.3078,2024-12-06,True,True,corianasneuralmistral7b,none,False,,,,,,,,
Corianas/Quokka_2.7b,2.786,2024-12-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.99525,17.4907,3.16527,0.830816,0.782998,6.0875,1.61421,2024-12-05,False,True,corianasquokka27b,none,False,,,,,,,,
Corianas/llama-3-reactor,,2024-07-23,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.9955,23.0012,21.8886,4.68278,6.37584,8.01484,20.0096,2024-07-23,False,True,corianasllama3reactor,none,False,,,,,,,,
CortexLM/btlm-7b-base-v0.2,6.885,2024-06-26,mit,🟢 pretrained,8.92025,14.8329,16.1933,1.51057,0.447427,5.54219,14.9952,2024-06-26,False,True,cortexlmbtlm7bbasev02,none,False,,,,,,,,
Cran-May/SCE-2-24B,23.572,2025-02-04,,"💬 chat models (RLHF, DPO, IFT, ...)",31.9515,58.6592,46.3257,18.9577,11.6331,16.0016,40.1319,2025-02-04,True,False,cranmaysce224b,none,False,,,,,,,,
Cran-May/SCE-3-24B,23.572,2025-02-04,,"💬 chat models (RLHF, DPO, IFT, ...)",30.6204,54.6525,42.2786,18.8066,12.8635,14.6016,40.5197,2025-02-04,True,False,cranmaysce324b,none,False,,,,,,,,
Cran-May/T.E-8.1,7.616,2024-09-29,cc-by-nc-sa-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",35.6995,70.7692,37.0244,44.5619,8.38926,15.3151,38.1372,2024-09-29,True,True,cranmayte81,none,False,,,,,,,,
Cran-May/merge_model_20250308_2,14.766,2025-03-08,,🤝 base merges and moerges,40.2575,59.3237,50.9957,43.8066,18.7919,19.5193,49.1079,2025-03-08,False,False,cranmaymergemodel202503082,none,False,,,,,,,,
Cran-May/merge_model_20250308_3,14.766,2025-03-08,,🤝 base merges and moerges,33.2296,60.178,46.5685,25.4532,9.61969,13.5385,44.0197,2025-03-08,False,False,cranmaymergemodel202503083,none,False,,,,,,,,
Cran-May/merge_model_20250308_4,14.766,2025-03-08,,🤝 base merges and moerges,37.5697,45.3952,52.0237,41.994,19.6868,17.8016,48.5169,2025-03-08,False,False,cranmaymergemodel202503084,none,False,,,,,,,,
Cran-May/tempmotacilla-cinerea-0308,14.766,2025-03-09,,"💬 chat models (RLHF, DPO, IFT, ...)",43.6406,80.8484,50.5989,55.5136,14.9888,12.6695,47.2241,2025-03-09,True,False,cranmaytempmotacillacinerea0308,none,False,,,,,,,,
